id,profit,online,age,inc,tenure,district
871,-31,0,,,7.5,1200
875,465,0,3,8,12.57999992,1200
876,375,0,5,6,7.829999924,1200
877,351,0,,,4.829999924,1100
878,-42,0,2,8,6.659999847,1300
879,70,0,7,5,2.579999924,1300
880,129,0,,,8.25,1200
881,-5,0,4,1,23.90999985,1100
882,48,0,3,8,17.5,1200
883,42,0,5,4,26.15999985,1300
884,-67,0,6,6,30.40999985,1200
885,1,0,,,0.409999996,1200
886,70,0,3,9,18.07999992,1200
887,875,0,5,6,13.15999985,1200
888,-31,0,6,6,1.409999967,1100
890,14,0,,,13.25,1200
893,-3,0,3,7,9.409999847,1200
894,617,0,5,9,26.75,1200
895,-19,0,3,1,5.909999847,1200
896,43,0,6,7,23.82999992,1200
897,19,0,,,5.659999847,1200
898,957,0,,,14.07999992,1200
899,821,0,,,29.15999985,1300
900,-128,0,5,4,27.90999985,1200
901,169,0,6,1,8.159999847,1300
902,185,0,3,9,4.829999924,1200
903,3,0,4,7,26.32999992,1200
904,-70,0,,,2.25,1100
905,317,0,,,1.580000043,1200
908,-146,0,3,4,20.32999992,1300
909,-28,0,1,3,2.5,1200
911,-22,0,3,7,19.57999992,1200
912,44,0,3,,5,1200
913,-28,0,7,6,31.57999992,1200
914,239,0,7,3,22.07999992,1200
915,101,0,4,7,3.410000086,1200
916,-60,0,,,8.5,1300
917,1095,0,4,8,10.15999985,1200
918,-8,0,,,1.409999967,1200
920,-3,0,,,4.829999924,1200
921,-32,0,,,0.330000013,1300
922,714,0,7,,23.75,1200
923,-54,0,5,6,6.409999847,1200
924,-109,0,2,3,1.080000043,1200
925,-31,0,5,6,7.579999924,1100
926,-62,0,2,5,5.409999847,1100
927,203,0,,,10.75,1200
928,-44,0,,,7.579999924,1100
929,62,0,3,5,13.82999992,1200
930,28,0,3,6,9.5,1200
931,-67,0,,1,1.409999967,1100
932,-1,0,3,,1.5,1300
933,501,0,3,8,4.329999924,1200
934,746,0,3,6,9.079999924,1200
935,5,0,,,5.329999924,1200
936,-9,0,,,1.409999967,1300
937,-97,0,,,7.409999847,1200
938,174,0,5,4,1.25,1200
939,-159,0,5,3,14.40999985,1200
940,-40,0,,,1.5,1300
941,-63,0,2,6,6.329999924,1200
942,605,0,,,2.5,1200
943,-3,0,4,9,0.660000026,1200
944,-15,0,2,6,8.159999847,1200
945,-32,0,3,6,4.75,1100
946,709,0,5,7,9.5,1200
947,-126,0,5,3,33.08000183,1300
948,215,0,5,2,37.25,1200
949,-27,0,4,7,6.409999847,1200
950,-44,0,,,9.659999847,1200
951,90,0,7,4,22.90999985,1200
952,-34,0,2,3,7.079999924,1200
953,-57,0,7,7,7.829999924,1200
954,-7,0,3,8,2.579999924,1200
955,-11,0,,1,4.25,1200
957,206,0,,,16.25,1300
958,21,0,7,5,24.90999985,1300
960,146,0,4,9,12.57999992,1200
961,-80,0,,,1.330000043,1200
962,2039,0,6,1,24.15999985,1100
963,-26,0,3,4,22.90999985,1100
964,-50,0,,3,2.579999924,1100
965,1599,0,5,6,25.82999992,1200
966,77,0,5,7,4,1200
967,28,0,4,6,14.57999992,1100
968,78,0,4,5,16.90999985,1200
969,1,0,,,0.409999996,1200
970,416,0,,,14.32999992,1200
971,-15,0,,,1.409999967,1100
973,-15,0,,,3.829999924,1200
975,76,0,7,4,18.15999985,1200
976,141,0,4,7,10.5,1200
977,-30,0,,,7.5,1100
978,16,0,4,2,22.25,1300
979,-39,0,3,6,7.5,1100
980,-16,0,7,3,15.5,1200
981,224,0,7,9,4.5,1200
982,530,0,,,5.25,1200
983,-44,0,4,6,4.409999847,1100
984,15,0,,,1.080000043,1200
986,-2,0,,,2.660000086,1100
987,24,0,,,13,1300
988,-23,0,3,6,0.660000026,1200
989,854,0,5,6,27.75,1200
990,195,0,7,8,12.65999985,1200
991,48,0,,,5.409999847,1200
992,49,0,3,8,3.75,1300
993,211,0,,,7.659999847,1200
994,-13,0,4,9,25.32999992,1200
995,-58,0,3,3,4.579999924,1100
996,87,0,6,2,15.5,1100
997,127,0,5,7,8.409999847,1200
998,233,0,4,7,13.5,1200
999,294,0,3,4,14.15999985,1200
1000,150,0,,,12.82999992,1200
1001,-17,0,,,33.65999985,1300
1003,-17,0,,,6.909999847,1200
1004,21,0,4,7,17.65999985,1300
1005,-46,0,,,5.25,1200
1007,-7,0,3,7,1.080000043,1300
1008,11,0,,,2.25,1200
1009,-34,0,3,3,6,1200
1010,106,0,5,5,28.15999985,1200
1012,-71,0,7,6,0.330000013,1200
1013,320,0,,,20.90999985,1200
1015,3,0,,,8.25,1200
1017,36,0,4,4,3.910000086,1200
1018,450,0,7,8,15.82999992,1200
1019,-67,0,7,8,18.65999985,1200
1020,84,0,3,6,10.40999985,1200
1021,22,0,,,0.330000013,1200
1022,4,0,,,4.579999924,1200
1023,182,0,5,6,5.659999847,1200
1024,-76,0,3,6,9.409999847,1100
1025,-14,0,,,2.079999924,1200
1026,406,0,,,4,1300
1027,64,0,5,6,1.159999967,1200
1028,-70,0,,,3.410000086,1200
1030,-10,0,4,1,9.409999847,1200
1031,-30,0,4,5,6.579999924,1200
1032,-187,0,,,6.579999924,1200
1036,108,0,7,6,10.90999985,1300
1037,440,0,3,7,10.5,1300
1038,261,0,3,4,0.910000026,1200
1039,651,0,,,40,1100
1041,-9,0,5,3,8.409999847,1300
1042,114,0,2,4,2.329999924,1200
1043,100,0,2,1,2.829999924,1100
1044,-32,0,4,4,8.5,1100
1045,-43,0,5,5,10.25,1100
1046,-29,0,,,22.57999992,1200
1047,118,0,5,3,21.15999985,1200
1048,82,0,,,7.409999847,1300
1050,-16,0,7,4,1.830000043,1300
1052,-25,0,,,14.65999985,1100
1053,-23,0,4,3,2.410000086,1300
1054,-54,0,4,5,6.829999924,1100
1055,-86,0,,,5.25,1100
1056,354,0,6,5,3.75,1200
1057,236,0,3,7,10.32999992,1200
1058,-65,0,,,0.409999996,1200
1059,-29,0,3,1,3.329999924,1200
1060,-9,0,3,5,4.75,1200
1061,-48,0,4,8,6.079999924,1200
1062,129,0,5,7,27.82999992,1200
1063,-49,0,4,4,5.5,1200
1064,29,0,3,7,17.65999985,1200
1065,136,0,7,1,28.40999985,1300
1066,0,0,,,12.75,1200
1067,80,0,2,7,9.5,1200
1068,433,0,7,4,10.40999985,1200
1069,-61,0,6,4,31.25,1300
1070,-57,0,6,1,16.15999985,1100
1071,-55,0,2,3,3.910000086,1200
1072,-83,0,,,0.409999996,1200
1073,-18,0,,,21.15999985,1200
1074,323,0,3,7,4.659999847,1300
1075,502,0,,,2.829999924,1200
1076,-38,0,2,1,4.25,1200
1078,1980,0,2,5,12.40999985,1200
1079,-2,0,,,13.40999985,1200
1080,-34,0,,,1.080000043,1300
1081,111,0,7,2,20.5,1200
1084,71,0,,6,3.079999924,1200
1085,65,0,5,6,3.410000086,1200
1086,161,0,,,3.5,1200
1087,502,0,7,4,31.82999992,1200
1088,-30,0,,,20.5,1200
1089,978,0,,6,6.079999924,1200
1090,-67,0,,,19.32999992,1100
1091,-78,0,6,2,7.75,1300
1092,-3,0,,,3.75,1200
1093,37,0,,,6.909999847,1200
1094,-37,0,7,1,6.079999924,1300
1097,-22,0,5,5,1.330000043,1200
1098,-16,0,,,22.75,1300
1099,-63,0,6,6,2.329999924,1200
1100,-33,0,,,8.75,1100
1101,-116,0,,,6.409999847,1200
1102,17,0,,,24.25,1100
1103,-132,0,5,9,4.329999924,1200
1104,546,0,4,9,19.25,1200
1105,-19,0,4,8,18.75,1200
1106,-37,0,5,5,30.07999992,1200
1107,64,0,5,8,5.079999924,1300
1108,-96,0,2,7,7.409999847,1200
1109,1,0,,,12.82999992,1200
1110,39,0,4,6,0.409999996,1200
1111,647,0,3,7,3.160000086,1200
1112,-116,0,2,1,4.659999847,1200
1114,207,0,2,8,7.409999847,1200
1115,-34,0,6,8,6.829999924,1200
1116,-38,0,4,8,5.25,1200
1117,-100,0,3,7,4.159999847,1200
1118,-20,0,4,2,4.329999924,1100
1119,-29,0,2,4,3.75,1300
1120,-49,0,7,8,4.659999847,1200
1122,-55,0,,,0.409999996,1100
1123,-7,0,,,1.580000043,1200
1124,151,0,5,3,5.329999924,1100
1125,24,0,2,7,1.5,1300
1128,1073,0,,,5.159999847,1200
1129,367,0,6,6,27,1200
1130,406,0,5,6,21.40999985,1200
1131,-15,0,3,5,7.409999847,1200
1132,-66,0,1,1,9.329999924,1300
1133,-16,0,2,5,5.25,1200
1134,-24,0,1,7,3,1200
1135,0,0,,,0.5,1200
1136,-34,0,3,5,13.90999985,1200
1137,86,0,,,5.409999847,1300
1138,95,0,4,5,3.5,1100
1139,274,0,4,5,4.079999924,1200
1140,-161,0,,,2.410000086,1200
1141,14,0,3,3,3.410000086,1200
1142,101,0,7,7,22.75,1200
1144,-8,0,,,1.159999967,1200
1145,68,0,3,5,3.75,1100
1146,-52,0,5,6,2.660000086,1200
1147,-23,0,,,5.329999924,1200
1148,-42,0,4,1,14.75,1300
1149,-24,0,4,7,3.5,1200
1150,-87,0,,,5.75,1200
1151,-48,0,2,6,1.830000043,1200
1152,106,0,,,14.90999985,1200
1154,-34,0,3,6,6.159999847,1100
1155,934,0,2,2,7.409999847,1100
1156,-30,0,,,1.159999967,1300
1157,-20,0,1,3,3.160000086,1300
1158,46,0,6,4,20.15999985,1200
1159,379,0,,,7.829999924,1200
1160,440,0,3,6,3.25,1300
1161,-27,0,2,,5.409999847,1200
1162,44,0,,,6.409999847,1300
1163,724,0,6,5,30.07999992,1200
1164,-59,0,3,6,2.160000086,1200
1165,-32,0,5,8,10.57999992,1100
1166,144,0,3,6,6.079999924,1200
1167,-37,0,,,15.65999985,1200
1169,-5,0,2,9,5.829999924,1200
1170,-200,0,,,16.5,1200
1171,848,0,3,9,3.579999924,1200
1172,294,0,3,7,11.57999992,1200
1173,313,0,4,4,23.57999992,1200
1174,306,0,,6,25.90999985,1300
1175,-3,0,2,6,5.159999847,1200
1176,754,0,7,4,10.40999985,1200
1177,344,0,4,7,5.25,1100
1179,736,0,3,6,7.409999847,1200
1180,-27,0,1,1,7.409999847,1200
1181,-51,0,6,6,7.5,1200
1182,34,0,2,1,1.659999967,1200
1184,424,0,3,4,7,1300
1186,87,0,2,6,3.910000086,1200
1187,-43,0,4,8,15.07999992,1200
1188,-46,0,4,8,17.5,1200
1190,-38,0,3,1,8,1300
1192,109,0,2,2,9.909999847,1200
1193,-3,0,2,1,0.75,1300
1194,267,0,6,3,22.07999992,1300
1195,74,0,5,5,15.90999985,1200
1196,273,0,6,5,33.83000183,1100
1197,-29,0,5,4,2.410000086,1200
1198,120,0,,,13.07999992,1200
1199,18,0,2,6,4.75,1100
1200,-99,0,2,6,7.409999847,1200
1201,-88,0,3,4,9.659999847,1300
1202,-4,0,6,9,21.65999985,1200
1203,109,0,,,4,1200
1205,201,0,3,4,5.659999847,1200
1206,-1,0,3,5,3.75,1100
1207,469,0,2,6,5.079999924,1200
1208,-36,0,2,3,2.579999924,1200
1209,-8,0,1,3,2.910000086,1200
1210,-13,0,2,6,2.5,1200
1211,1005,0,6,4,17.75,1200
1212,1562,0,5,6,2.829999924,1300
1213,832,0,7,4,1,1200
1214,-51,0,2,6,2.5,1200
1215,-64,0,6,1,3.329999924,1200
1216,-62,0,6,6,32.40999985,1200
1218,119,0,5,6,7.75,1200
1219,0,0,4,6,10.82999992,1200
1220,-36,0,,,0.159999996,1200
1221,80,0,4,4,4.579999924,1200
1222,-41,0,4,5,28.40999985,1200
1223,150,0,6,3,11.25,1200
1225,480,0,4,7,8.079999924,1200
1226,-40,0,3,2,5.579999924,1200
1227,82,0,3,4,2.160000086,1300
1228,-38,0,2,6,8.5,1200
1229,488,0,5,6,6.25,1200
1230,-20,0,,,7.659999847,1200
1231,14,0,,,2.160000086,1200
1233,202,0,4,9,27.07999992,1200
1234,-29,0,,,4.909999847,1200
1235,-14,0,4,6,7.409999847,1200
1236,2,0,4,7,6.659999847,1300
1237,159,0,7,6,26.25,1200
1239,127,0,4,7,15.65999985,1200
1240,249,0,4,3,2.079999924,1200
1241,-72,0,4,7,16,1100
1243,64,0,3,1,1.25,1200
1244,117,0,4,6,14.25,1300
1245,-17,0,3,5,14.25,1200
1246,-1,0,2,5,5.409999847,1200
1247,43,0,,,4.409999847,1100
1248,227,0,2,7,6.909999847,1200
1249,-183,0,3,7,2.75,1200
1251,433,0,,,3.410000086,1200
1252,996,0,4,7,18.65999985,1200
1253,416,0,4,7,8.829999924,1200
1254,12,0,,,1,1200
1255,-19,0,,,6.409999847,1200
1256,41,0,7,6,12.75,1200
1258,-58,0,3,7,6.829999924,1200
1259,-71,0,5,4,12.82999992,1100
1260,-94,0,3,6,10.07999992,1200
1261,-25,0,,,1.5,1200
1262,2063,0,3,9,2.75,1200
1263,-31,0,4,3,8.909999847,1200
1264,19,0,3,7,24.15999985,1100
1265,417,0,5,7,27.65999985,1200
1266,-18,0,3,1,0.660000026,1300
1267,-2,0,4,3,5.829999924,1300
1268,275,0,4,3,11.90999985,1100
1269,17,0,,,1,1200
1270,38,0,6,7,13.25,1200
1271,-6,0,2,3,2.25,1200
1272,425,0,5,5,30,1200
1273,-70,0,7,3,1.5,1200
1274,-55,0,2,7,2.160000086,1200
1275,-13,0,4,3,8.909999847,1200
1276,-26,0,3,1,3.579999924,1100
1278,366,0,7,3,19.15999985,1200
1279,641,0,7,7,14.32999992,1100
1280,61,0,5,6,6,1200
1281,220,0,2,8,10.40999985,1300
1282,369,0,2,5,25.25,1300
1283,46,0,,,0.409999996,1200
1284,-152,0,2,7,16.32999992,1200
1286,-113,0,6,4,37.58000183,1200
1287,327,0,4,9,6.5,1200
1288,-8,0,2,,3.079999924,1200
1289,1027,0,6,6,0.5,1200
1290,-30,0,,,10.40999985,1100
1291,73,0,6,6,1.5,1200
1292,-181,0,4,6,2.410000086,1100
1293,-24,0,3,9,8.329999924,1200
1294,958,0,4,7,8.909999847,1200
1295,-53,0,,1,19.65999985,1100
1296,-20,0,4,4,3.75,1200
1297,58,0,2,7,4.329999924,1200
1298,16,0,,,9,1200
1299,-7,0,6,3,5.5,1200
1300,-60,0,6,3,0.829999983,1200
1301,-89,0,4,7,18.07999992,1200
1302,-30,0,,,0.660000026,1200
1303,110,0,3,5,19.25,1200
1304,336,0,3,7,4.25,1200
1305,12,0,,1,1.330000043,1200
1306,429,0,4,7,22.07999992,1200
1307,-8,0,3,2,4.909999847,1200
1308,-90,0,6,3,3.829999924,1200
1309,331,0,,,22.07999992,1300
1310,-64,0,4,9,1,1200
1312,-50,0,,1,11.32999992,1200
1313,115,0,4,6,17.25,1300
1314,25,0,7,6,15,1300
1315,25,0,5,3,19.32999992,1200
1316,10,0,,,0.25,1200
1317,658,0,5,9,11.82999992,1200
1318,-29,0,,,0.579999983,1200
1320,-33,0,3,6,5.159999847,1300
1321,392,0,4,5,25.5,1100
1322,-142,0,7,7,20.82999992,1200
1323,80,0,3,6,5,1200
1325,-23,0,,,3.25,1200
1326,-7,0,,,4.75,1200
1327,603,0,2,6,9.829999924,1200
1329,-17,0,4,6,27.32999992,1200
1330,-10,0,4,7,3.5,1100
1331,176,0,6,1,0.409999996,1200
1332,-26,0,6,5,12,1300
1333,169,0,5,8,7.409999847,1200
1334,-194,0,2,3,6.909999847,1200
1335,-27,0,3,4,5.079999924,1200
1336,-15,0,5,4,4,1100
1337,434,0,7,3,22.07999992,1200
1339,-179,0,1,8,4.75,1200
1340,149,0,,,17,1200
1341,12,0,2,1,1.909999967,1200
1342,3,0,4,9,4.25,1200
1343,-29,0,3,4,0.330000013,1200
1344,-21,0,7,8,9.409999847,1200
1345,80,0,2,2,6.579999924,1200
1347,56,0,6,7,8.079999924,1200
1348,-2,0,3,7,1.409999967,1300
1349,5,0,5,3,23.57999992,1300
1350,1,0,,,0.5,1200
1351,223,0,,,8.829999924,1200
1352,83,0,5,7,16.75,1100
1354,26,0,3,5,4.659999847,1200
1355,-71,0,3,2,7.909999847,1100
1356,-34,0,3,8,20.75,1200
1357,194,0,7,1,26.25,1300
1358,-93,0,4,6,11,1300
1359,980,0,7,8,2.25,1200
1360,39,0,,,29.65999985,1200
1364,-60,0,4,3,1.409999967,1200
1365,-1,0,,,4.409999847,1200
1366,286,0,5,5,7.579999924,1300
1368,928,0,,,12.15999985,1300
1369,-133,0,5,6,17.90999985,1100
1370,29,0,5,9,7.159999847,1200
1371,269,0,3,7,14.25,1200
1372,121,0,,,0.579999983,1200
1373,-57,0,5,6,27.32999992,1200
1375,1037,0,3,7,10.15999985,1200
1376,-34,0,2,5,3.75,1100
1378,203,0,3,7,7.409999847,1200
1379,197,0,,,12.82999992,1200
1380,409,0,,,17.07999992,1200
1381,-29,0,,,2.25,1300
1382,34,0,4,9,15.32999992,1200
1383,420,0,2,8,2,1200
1384,-68,0,7,,11.5,1200
1385,-177,0,4,6,12.25,1200
1386,-2,0,4,9,6.329999924,1100
1387,-3,0,,,0.330000013,1200
1388,148,0,3,7,7.579999924,1200
1389,31,0,5,6,37.65999985,1200
1390,-69,0,7,2,21.82999992,1200
1391,342,0,3,8,18.07999992,1200
1393,757,0,5,4,9.159999847,1200
1394,81,0,3,4,6.5,1200
1395,-70,0,6,4,3.25,1200
1396,-29,0,5,1,6.659999847,1200
1397,-21,0,3,3,4.75,1200
1398,-7,0,3,,4.25,1200
1399,317,0,3,8,11.5,1200
1400,-52,0,,,24.90999985,1200
1401,14,0,4,7,22.40999985,1200
1402,62,0,4,6,6.909999847,1200
1403,-113,0,2,1,7.75,1100
1404,-53,0,4,6,17,1200
1405,-11,0,6,1,28.82999992,1200
1406,-91,0,,,5.079999924,1100
1407,87,0,2,4,4.659999847,1300
1408,-70,0,,,7.159999847,1200
1409,-32,0,,,6.409999847,1200
1410,75,0,2,1,1.409999967,1200
1411,34,0,7,5,5.159999847,1200
1412,-25,0,4,8,1.080000043,1200
1413,326,0,4,9,4.659999847,1200
1414,-29,0,2,2,1.75,1200
1415,-21,0,,,2.5,1200
1418,147,0,6,3,6.079999924,1300
1419,-41,0,5,4,0.5,1200
1420,-9,0,4,7,10.82999992,1200
1421,-37,0,7,7,13.75,1100
1422,-77,0,,,6.659999847,1100
1423,24,0,,,18.65999985,1200
1424,-1,0,3,2,12.5,1200
1425,0,0,,,1.330000043,1300
1426,32,0,4,7,6.159999847,1200
1427,74,0,1,2,2.829999924,1200
1428,58,0,4,9,16.32999992,1200
1429,-50,0,,,1.330000043,1200
1430,-23,0,7,7,22.07999992,1200
1431,-35,0,,,0.75,1100
1432,11,0,,,0.910000026,1200
1433,-12,0,2,4,5.329999924,1200
1436,60,0,5,9,23.5,1200
1437,-132,0,,,3.329999924,1200
1438,18,0,2,3,1,1200
1440,36,0,3,7,10.40999985,1200
1441,750,0,3,6,18.25,1100
1443,280,0,5,8,21.40999985,1300
1444,63,0,4,5,5.579999924,1200
1445,-126,0,,,9.409999847,1200
1446,855,0,4,8,38.5,1200
1447,104,0,5,5,4.579999924,1300
1448,-94,0,2,6,5.75,1200
1449,-69,0,7,8,22.07999992,1300
1450,571,0,2,6,5.579999924,1200
1451,-5,0,6,,0.5,1200
1452,621,0,5,9,5.75,1200
1455,-25,0,2,6,6.159999847,1200
1456,-48,0,3,7,13.90999985,1200
1457,219,0,4,8,6.659999847,1200
1458,-3,0,,,4.659999847,1300
1459,-24,0,7,4,9,1300
1460,-52,0,3,3,8.25,1200
1461,-10,0,,,1.159999967,1200
1462,1414,0,,,1.909999967,1200
1463,-39,0,5,3,23,1200
1464,-26,0,4,3,2,1100
1465,13,0,,,2.910000086,1200
1466,-94,0,3,5,15.75,1200
1467,-114,0,3,1,11.57999992,1100
1468,-55,0,3,6,3.160000086,1200
1469,-124,0,3,7,19.15999985,1300
1470,-31,0,,,1.830000043,1200
1471,1239,0,7,4,10.15999985,1200
1472,13,0,6,9,0.660000026,1200
1474,-1,0,7,4,1.25,1200
1475,-43,0,5,4,7.579999924,1200
1476,122,0,2,7,8.5,1200
1477,33,0,7,2,12.5,1200
1478,6,0,,,16.40999985,1300
1479,1540,0,,,12.90999985,1200
1480,614,0,,,22.07999992,1200
1481,-142,0,4,6,16.15999985,1200
1482,425,0,3,7,9.5,1200
1484,-6,0,4,9,4.409999847,1200
1485,100,0,5,5,19.82999992,1200
1486,-52,0,2,6,9.659999847,1200
1488,805,0,6,1,8.909999847,1200
1489,40,0,1,8,5.329999924,1200
1490,114,0,,,1.080000043,1200
1492,-21,0,1,4,4.409999847,1300
1493,438,0,5,5,13.15999985,1100
1494,389,0,1,1,18.5,1300
1495,168,0,4,5,6.75,1200
1496,-132,0,,,28.65999985,1200
1497,-202,0,3,6,7.079999924,1200
1498,14,0,2,7,4.5,1200
1500,-68,0,,,17.32999992,1200
1501,119,0,2,7,6.409999847,1200
1502,1477,0,6,9,38.5,1200
1503,-43,0,4,7,3,1200
1504,35,0,,,11.57999992,1100
1506,-2,0,4,6,10.32999992,1200
1508,338,0,,,4.5,1200
1509,-51,0,3,6,6,1200
1511,623,0,4,7,6.909999847,1200
1512,-30,0,3,,1,1200
1513,72,0,3,6,6.079999924,1200
1514,400,0,6,1,2.75,1200
1515,40,0,5,3,9.409999847,1200
1516,-3,0,,,2,1200
1517,-154,0,2,1,2.329999924,1300
1518,-85,0,2,5,12.15999985,1200
1519,241,0,5,7,8.159999847,1300
1520,-42,0,4,6,1.830000043,1200
1521,10,0,,,0.159999996,1100
1522,10,0,4,4,14.65999985,1200
1523,692,0,6,6,6.329999924,1100
1524,-25,0,,,5.329999924,1200
1525,28,0,,,2.079999924,1200
1526,-24,0,4,7,3.410000086,1200
1527,-11,0,3,1,7.829999924,1200
1528,-4,0,,,16,1300
1530,-53,0,1,3,2,1200
1531,91,0,3,,19.15999985,1200
1532,-23,0,6,6,20.15999985,1200
1533,-3,0,,,7.079999924,1200
1534,-15,0,3,6,8,1200
1535,-112,0,5,7,8.659999847,1200
1536,-37,0,4,5,6.159999847,1300
1537,142,0,2,4,13.65999985,1200
1539,-36,0,4,7,21,1300
1541,688,0,6,6,30.07999992,1200
1542,-21,0,7,9,34.25,1200
1543,-42,0,3,6,19.57999992,1200
1544,82,0,7,1,7.329999924,1100
1545,1,0,2,1,6.75,1300
1546,-17,0,5,4,27.57999992,1300
1547,-31,0,,,3.079999924,1100
1549,80,0,3,5,5.409999847,1200
1550,-15,0,4,6,4.659999847,1200
1551,-59,0,6,2,6.409999847,1100
1553,190,0,3,5,12.82999992,1100
1554,24,0,4,7,2.25,1300
1555,-6,0,,,0.75,1300
1556,-62,0,4,4,1.659999967,1300
1558,32,0,,,6.75,1200
1560,-163,0,6,4,11.15999985,1200
1561,16,0,2,8,5.75,1200
1562,287,0,3,9,5.579999924,1200
1563,77,0,2,9,11.65999985,1200
1564,-12,0,2,,6.659999847,1200
1565,-1,0,,,0.330000013,1200
1566,-31,0,4,7,8.5,1200
1567,-25,0,,2,11.57999992,1200
1568,333,0,4,9,3.079999924,1200
1569,-5,0,5,1,1.659999967,1200
1572,-8,0,,,1.080000043,1200
1573,-2,0,3,2,3.410000086,1200
1575,403,0,4,5,20.25,1200
1576,12,0,3,3,5,1200
1577,362,0,,,21.5,1200
1578,-135,0,4,5,34.40999985,1200
1579,-28,0,,,3.079999924,1100
1580,200,0,5,9,19,1200
1582,45,0,2,1,1.25,1300
1583,75,0,4,7,1.75,1100
1584,1709,0,4,9,21.82999992,1200
1585,-46,0,4,6,3.660000086,1200
1586,978,0,,,19.65999985,1300
1587,-46,0,7,2,5.409999847,1100
1588,360,0,4,6,3.579999924,1200
1589,-209,0,4,1,8.829999924,1300
1591,-19,0,5,6,3.829999924,1200
1592,550,0,4,3,5.159999847,1300
1593,-26,0,4,6,6,1200
1595,-65,0,5,6,2.25,1100
1596,-85,0,,,1.409999967,1200
1597,451,0,3,9,6.75,1200
1598,356,0,3,1,8.5,1300
1599,-20,0,1,8,0.579999983,1200
1600,349,0,6,8,11.65999985,1200
1601,371,0,4,3,31.25,1200
1602,-3,0,,,3.329999924,1200
1603,319,0,5,9,26.40999985,1200
1604,248,0,5,6,8.909999847,1200
1605,37,0,2,9,8.75,1200
1606,-67,0,3,4,15.90999985,1200
1608,67,0,3,4,8.409999847,1200
1609,15,0,7,1,1.159999967,1300
1610,168,0,3,7,14.57999992,1200
1611,-28,0,,,17.57999992,1200
1612,133,0,2,7,10.82999992,1200
1613,90,0,4,6,23.25,1200
1614,-5,0,3,3,4.75,1200
1615,-31,0,3,8,14.75,1200
1616,-8,0,4,6,14.5,1100
1617,-58,0,3,1,2.910000086,1200
1618,27,0,,,0.829999983,1300
1619,92,0,7,4,31.32999992,1200
1620,-18,0,,,7,1200
1622,0,0,,,0.25,1200
1624,450,0,3,5,1.409999967,1100
1625,-37,0,,,2.660000086,1200
1626,-109,0,3,6,1.830000043,1200
1627,135,0,4,7,5.909999847,1200
1629,-71,0,6,2,1.909999967,1200
1630,-42,0,3,6,6.579999924,1200
1631,-25,0,7,9,15.57999992,1200
1632,88,0,,,6.159999847,1100
1633,-40,0,6,3,7,1200
1634,-28,0,2,7,2.329999924,1200
1635,3,0,4,5,13.40999985,1200
1636,2,0,3,8,5.909999847,1200
1637,198,0,3,9,11.75,1200
1638,167,0,2,5,7.75,1200
1639,-146,0,,,2.329999924,1200
1640,-3,0,2,7,12.40999985,1200
1641,138,0,4,9,12.5,1200
1642,12,0,4,7,22.65999985,1200
1643,-2,0,,,2.660000086,1200
1644,-12,0,2,6,5,1200
1645,112,0,7,6,15.75,1200
1646,314,0,6,7,20.15999985,1200
1647,-176,0,,,30.82999992,1100
1648,95,0,,,0.25,1200
1650,214,0,5,3,33,1200
1651,176,0,4,4,5.079999924,1300
1653,121,0,,,4.409999847,1200
1654,39,0,6,4,27.75,1100
1655,-47,0,5,9,31.15999985,1100
1657,77,0,,6,28.65999985,1200
1658,-63,0,5,6,1.659999967,1200
1659,81,0,2,5,8.909999847,1200
1660,-58,0,7,9,0.75,1200
1661,-92,0,2,8,6,1200
1662,-87,0,4,6,6.659999847,1200
1663,282,0,3,7,11.75,1200
1665,1809,0,6,4,22.90999985,1200
1666,753,0,,,19.65999985,1200
1667,288,0,,,29.40999985,1200
1668,-95,0,,,4.159999847,1100
1669,946,0,,,22.15999985,1100
1670,108,0,2,3,6.159999847,1100
1671,-23,0,,,6.5,1200
1675,155,0,6,3,15.90999985,1200
1676,161,0,4,8,6.5,1200
1677,-124,0,4,6,5.909999847,1200
1678,-39,0,3,6,9.75,1200
1679,-21,0,4,7,4.579999924,1200
1680,-35,0,5,4,11.57999992,1200
1681,73,0,4,4,13.25,1200
1682,329,0,7,3,3.75,1100
1683,-9,0,,,7.079999924,1200
1684,-122,0,,7,7.579999924,1200
1685,61,0,7,9,19.40999985,1200
1688,-37,0,,,24.32999992,1200
1689,33,0,3,4,11.15999985,1300
1690,557,0,7,7,8.329999924,1100
1692,504,0,2,7,8.25,1200
1693,44,0,4,4,20.25,1100
1694,-86,0,5,,19.75,1300
1695,-115,0,2,1,8,1300
1696,1001,0,7,3,7.659999847,1200
1698,-34,0,4,9,4.909999847,1200
1699,-74,0,6,6,15.40999985,1200
1701,-136,0,6,3,22.75,1200
1702,-13,0,,,1.830000043,1200
1703,-59,0,,,0.910000026,1200
1704,222,0,2,7,1.580000043,1300
1705,178,0,3,7,17.40999985,1200
1706,-2,0,4,4,3.5,1200
1707,-7,0,,,4.659999847,1200
1708,-11,0,,,2.410000086,1200
1709,-110,0,3,4,0.25,1100
1710,105,0,3,9,11.40999985,1200
1711,-98,0,,,1.159999967,1300
1712,45,0,2,4,7.409999847,1300
1713,-80,0,3,4,2.829999924,1100
1714,298,0,5,9,13.5,1200
1716,492,0,4,9,13.07999992,1200
1718,155,0,,,16.40999985,1100
